S06C001	S07C001	S08C001	S09C001	S14C001	S15C001	S16C001	S17C001	S18C001	S19C001	S20C001	S21C001	S22C001	S23C001	S24C001	S26C001	S28C001	S29C001	S30C001	S31C001	S32C001	S33C001	S34C001	S35C001	S37C001	S47C001	S49C001	S51C001	S52C001	S53C001	S54C001	S55C001	S56C001	S57C001	S58C001	S60C001	S61C001	S63C001	S64C001	S66C001	S67C001	S68C001	S69C001	S70C001
scaffold100|size16054	55.0994315488005	16.805184906917	42.6454205340897	41.1590838820978	5.39214536580417	35.6786995043728	41.285076125891	22.7251794498082	14.4112367330113	41.8529997591205	48.0490684867716	6.37283667104153	38.6850351731093	35.6780835813139	48.0116697248044	89.8994990869865	57.6386688037356	54.8178420880641	11.2540173745519	29.4915759108632	54.8605166702537	48.3048325859222	59.8237031641274	25.5943199741053	5.57648269680176	16.3380318694572	8.35063136829773	6.24842699662817	37.3275278124157	48.667324668168	56.4336025634616	6.65974056658048	27.1221355650075	13.442268052332	39.1351340377103	44.5139465029262	51.992386362572	63.6787032112568	28.9920150479123	52.9444865192886	45.4859770101336	37.8514555015447	0	53.2615630401726
scaffold101|size16015	63.8382048186907	75.07020451263	58.7110670258648	30.6578919267773	17.9006503534067	27.4085021073951	38.6540834731019	37.1623369679906	21.1835568215103	57.0546711050651	40.0939328134088	9.22608713927312	36.3655381578653	25.597276955661	61.2981783356312	68.9039656086873	90.7044524973453	68.5103158975377	26.8185424756261	57.1924597190681	69.6282224073921	73.6474156821854	47.9735854738742	86.671382186456	6.44136131625769	29.0141353148438	8.66497037488615	55.1841525129647	34.3350770282995	61.5904726689596	77.17398879766	9.4286823896812	32.4388976744878	17.8925783930084	75.5061540249536	53.9498268901244	59.0938422986502	70.2795330678921	28.780136131843	65.3114896242163	64.1114816275504	71.0844621538926	0	62.1095121039658
scaffold102|size15970	67.4648717696925	106.826540153363	51.6016022910285	28.8710395249882	31.6217516502309	32.461295603282	26.7711852278907	39.8156708155408	21.2215256509121	58.8411366668299	35.2845513665095	5.84993624308407	35.1799637934655	23.7873955715617	59.1606431989655	54.2103961796085	88.2493811342573	86.8944648415915	29.3533981887624	68.9825184155216	66.6003354854219	62.7527381545142	36.4602255499679	78.8045065033498	6.3737448633742	25.1140858319423	9.59944282690524	19.0656607206893	36.2541646626354	59.1436819419536	71.8502113805319	4.47198395318121	43.9146335188679	17.6265815864046	97.6111524565003	56.5029261140738	56.012752170684	56.4817257023425	28.474810753394	53.755452859448	66.0233709742459	71.3800907951519	0	59.0284034244516
scaffold103|size15900	94.4298571440643	72.1172394103681	77.7904823954635	57.9126397514823	19.0823430521836	52.4270895074738	60.9299105764455	44.6429854531941	25.8134293792983	79.6666341308645	64.0670205833457	19.6077115565676	60.1373477529751	41.2037425506055	95.1903007861943	115.641303769144	130.766280612172	112.682583798852	20.3968606091535	61.8397933201705	97.4963420132724	78.3182045143185	74.5081871369982	64.9939582715566	8.60672986981883	26.124638301362	12.2829702901957	12.2720209670304	36.8650374946807	71.3847355079312	75.0269862824569	12.1840615339808	37.7810436148526	19.529265824109	67.3631344740591	62.09392325554	61.9442624817645	71.5357363016282	29.7624500445743	68.1562541138963	56.8584597310022	53.4591386095715	16.9924107227335	53.3465762876438
scaffold104|size15868	66.148128183745	57.9275417396502	62.5229972861599	42.8856466451786	8.6683023501584	38.4299295266143	48.403977589294	37.2716410973749	20.1514732621508	58.546665247686	49.9171279829253	13.4628332846031	40.0384689379459	30.3153041253992	62.7028015500682	75.0224261295916	87.4976004131535	78.7478104427281	15.3282475013619	48.0003905708432	61.6208560088392	61.5007819224176	58.4604101739639	43.9995242795492	4.88390084088152	21.9570594626208	6.48053615257736	13.1240935876705	44.4268899534909	58.9879652182543	63.4856867610055	8.33411521437731	29.8856246667965	14.5646577161581	58.9818377420084	50.6286620936244	61.6178577933183	62.689819480299	28.1618436397998	56.1430634649673	60.5790816011285	50.4508031948149	0	56.9696758882589
scaffold105|size15809	68.7937934125611	32.3449871287942	57.4697138168976	44.6012359556005	7.66277319883064	37.0773796402305	50.6150540132072	26.1706240950531	16.0943912829394	57.1652669636731	50.431826734285	13.7880832528083	50.2960277218362	33.4299918062364	73.2327295507275	99.71908019445	91.1603388351259	77.1956398279135	13.3484996643173	38.4871730824329	78.6495949176041	57.3403764597397	56.3148766924358	37.2971012517431	6.2533416337107	20.1565714198293	13.9207547336812	3.79782841339189	31.1783435320356	51.7865471410467	64.6881511226535	11.3641711804743	31.0060178241536	16.9110641789173	55.4749536970736	51.3922065509099	57.4643471206159	71.9957798230546	30.5544365903065	60.3907210167954	46.5722950417503	47.1649217873449	0	48.3679489156081
scaffold106|size15427	42.4075937132919	26.0128354578222	37.6335534513011	28.3939880458095	9.18602569362316	32.6685161354067	28.3665877053226	22.3087752160792	8.60784727663728	29.008414460861	37.8958149521361	8.41455140012687	25.0891983456089	22.2881403227783	38.8756525198346	52.971656515489	53.9604295132506	44.7381160768098	11.4145264351981	27.635069552479	48.3210950056048	40.0774069961695	43.8036941311068	35.4563692054813	4.39927347458203	10.8273466866715	3.91708137098832	30.3505921342456	30.0426720341683	40.1064005912026	41.9146965786309	5.8137182042035	24.4531462522022	11.8610275301421	30.3767051450938	34.4606552196601	35.6924148222512	36.4434134925872	16.3950901305604	40.9989458609488	37.8056204762119	30.3131505895692	0	43.7632881036094
scaffold107|size15344	48.1378215112477	104.697614367876	55.4100844287767	20.5708493818063	16.2748742079191	23.3148761469936	21.3038577387733	51.5183739343088	20.7690922485813	80.7907902335927	33.5806101042136	6.10746280232786	23.9523430314597	20.475768086927	56.7261795067256	25.5429236291121	63.7188052037026	83.4040231272662	33.1587386574839	63.6665235357233	57.1284540251799	66.3484331639718	38.3073612179633	80.5499372055688	5.33088256879838	28.4910335877966	5.46706728248499	196.951353380561	27.9039992298841	65.0759548032508	61.9941298267509	3.60056452888711	37.9365954036988	30.0774067072547	102.286386513402	69.6324625909815	63.9762379815109	63.7691878970226	20.8530699898591	49.7188230373593	101.695525866098	78.8035278351251	0	78.9164364385739
scaffold108|size15110	44.1029635532783	40.3760067928034	40.0523458427114	23.0607457544436	8.74855150153781	33.6984752696815	28.3127814573989	22.2387569255218	10.9840936830656	46.2189107466477	33.6738244631859	3.78733144289001	38.1107235975242	25.2643527111548	64.0586735340103	68.9988271136636	96.8705349973071	81.3922997189825	11.0480237920474	34.9756654101654	62.8514589743724	38.1384051852058	48.9295593489759	39.0052087097324	3.41134222933961	13.6076768157695	3.15385366150685	12.8152547675541	23.2603104856596	42.6799285204002	45.366198752881	4.22285930866914	27.4582158592043	9.56483623924415	41.0186329787475	36.0950971444923	35.3547865843569	42.4864932532463	15.9932218211517	37.9485834479853	31.1328483923298	28.737320949902	0	36.6811082031198
scaffold109|size14978	63.3453550145227	107.567497958722	57.7146705384423	29.8447571310382	29.110598914184	40.7005794270129	30.0172622533635	53.7468646341006	22.8461711849718	62.1908852310745	42.1810649735382	7.22205668454288	32.3027223389598	23.2589914730819	70.1036242768004	54.4629504244757	93.5435573798151	73.7285811824337	25.475175323478	73.5604580807369	58.2574002366466	60.8706857162884	52.9861631190144	79.0023454152041	5.57432716805064	30.6469895624821	4.66557175608737	27.2821346663025	27.3500021547042	60.2678567221762	75.8445585569702	5.78820022949821	25.1822578403154	15.4573541484448	77.1609621456196	46.8362160108108	55.8276638124251	50.9111592140581	19.1431421113076	42.3655595007437	85.8548419053779	54.4449258461347	0	54.5925426108962
