	S06C001	S07C001	S08C001	S09C001	S14C001	S15C001	S16C001	S17C001	S18C001	S19C001	S20C001	S21C001	S22C001	S23C001	S24C001	S26C001	S28C001	S29C001	S30C001	S31C001	S32C001	S33C001	S34C001	S35C001	S37C001	S47C001	S49C001	S51C001	S52C001	S53C001	S54C001	S55C001	S56C001	S57C001	S58C001	S60C001	S61C001	S63C001	S64C001	S66C001	S67C001	S68C001	S69C001	S70C001
scaffold100|size16054	0.0463435903824592	0.010464681699264981	0.27955649682322165	0.04223246542917653	0.1350442257381338	0.030459698517503426	0.24486109380839666	0.17061168556123085	0.07779992525227358	0.04005232340849633	0.021863709978821477	0.04005232340849633	0.11112495328267098	0.17441136165441634	0.24959511648187369	0.17366388439018313	0.3949794443752336	0.20985424193347452	0.030272829201445122	0.06671234583281425	0.05257256758440264	0.12981188488850132	0.0	0.0387442381960882	0.0	0.08247165815373116	0.0	0.0	0.0	0.009218886258876293	0.0	0.0	0.011399028279556496	0.0	0.009218886258876293	0.013454590756197832	0.0	0.0	0.0	0.09474274324155973	0.018437772517752585	0.03388563597857232	0.014949545284664257	0.010651551015323285
scaffold101|size16015	0.04089915704027474	0.08079925070246644	0.12656884171089602	0.017795816422104278	0.280986575085857	0.13643459256946613	0.4076178582578832	0.11776459569153919	0.013674679987511708	0.032032469559787696	0.0738682485170153	0.03971276927880112	0.08729316266000624	0.0	0.044520761785825785	0.3358726194192944	0.5673431158289104	0.15522947236965345	0.23290665001561037	0.375085857009054	0.46387761473618483	0.5261941929441148	0.06394005619731502	0.12500780518264126	0.07873868248517016	0.16297221354979707	0.042959725257571024	0.06481423665313768	0.038339057133936934	0.45332500780518264	0.0	0.12182329066500155	0.17633468623165782	0.038838588822978456	0.14342803621604747	0.15472994068061194	0.09903215735248205	0.11264439587886356	0.07955042147986263	0.5421792069934437	0.1489853262566344	0.13056509522322823	0.11651576646893537	0.19768966593818296
scaffold102|size15970	0.06662492172824046	0.056355666875391355	0.00958046336881653	0.010707576706324358	0.15416405760801502	0.03757044458359424	0.31277395115842205	0.0	0.027426424546023793	0.056355666875391355	0.0	0.0	0.029304946775203507	0.009016906700062617	0.038885410144020034	0.130369442705072	0.3445835942391985	0.3513462742642455	0.12661239824671258	0.037382592360676266	0.0443331246086412	0.028616155291170946	0.02467125860989355	0.0	0.0	0.008453350031308704	0.0	0.03256105197244834	0.0	0.17138384470882906	0.0	0.0	0.027802128991859736	0.0	0.0	0.0	0.0	0.019724483406386977	0.0	0.09968691296180338	0.00958046336881653	0.0	0.016906700062617408	0.091296180338134
scaffold103|size15900	0.2866037735849057	0.14433962264150943	0.33345911949685536	0.15163522012578617	0.33672955974842766	0.24471698113207546	0.5623899371069182	0.2167924528301887	0.24968553459119497	0.1479874213836478	0.14069182389937107	0.150125786163522	0.13433962264150942	0.21371069182389937	0.27635220125786164	0.5662264150943396	0.5572327044025157	0.6366037735849056	0.2959748427672956	0.2852830188679245	0.41949685534591197	0.3044654088050314	0.0630817610062893	0.16955974842767296	0.08452830188679246	0.20660377358490567	0.0530188679245283	0.04459119496855346	0.09805031446540881	0.18245283018867925	0.024528301886792454	0.07433962264150944	0.12559748427672957	0.03779874213836478	0.05849056603773585	0.1408176100628931	0.035660377358490564	0.13792452830188678	0.11006289308176101	0.3489937106918239	0.21729559748427674	0.15257861635220127	0.08056603773584906	0.11742138364779874
scaffold104|size15868	0.03604739097554827	0.02917822031762037	0.03938744643307285	0.035795311318376606	0.045500378119485756	0.024514746659944544	0.10877237206957399	0.03428283337534661	0.015628938744643307	0.05526846483488782	0.006238971514998739	0.05463826569195866	0.04997479203428283	0.027287622888832873	0.07820771363750945	0.09156793546760776	0.05640282329216032	0.2187421225107134	0.04102596420468868	0.021552810688177465	0.07549785732291404	0.034660952861104107	0.002898916057474162	0.0	0.007310310057978321	0.012603982858583312	0.025586085202924123	0.0	0.0	0.01928409377363247	0.0	0.005797832114948324	0.0	0.0	0.030627678346357448	0.002835896143181245	0.0	0.04802117469120242	0.022246029745399545	0.024136627174187044	0.023128308545500378	0.009137887572472901	0.027728762288883286	0.05369296697756491
scaffold105|size15809	0.08052375229299766	0.023973685875134418	0.07742425200834968	0.00619900056929597	0.03681447276867607	0.038395850464925045	0.127712062749067	0.03143778860142957	0.003162755392497944	0.03675121766082611	0.027389461699032197	0.02447972673793409	0.031374533493579604	0.025302043139983552	0.04004048326902397	0.11664241887532419	0.18071984312733252	0.16294515782149407	0.07318615978240244	0.06888481244860523	0.17091530141058892	0.11246758175722689	0.03143778860142957	0.0029729900689480677	0.00284647985324815	0.03991397305332406	0.013283572648491365	0.006641786324245683	0.0	0.03396799291542792	0.0	0.01587703207033968	0.015181225883990132	0.011638939844392435	0.025428553355683472	0.019735593649187172	0.009867796824593586	0.0227718388259852	0.05383009678031501	0.061990005692959704	0.02827503320893162	0.0306154721993801	0.0034790309317477386	0.0
scaffold106|size15427	0.15758086471770272	0.11045569456148312	0.14584818824139495	0.060348739223439425	0.21980942503403125	0.3436183314967265	0.654372204576392	0.4974395540286511	0.2154015686782913	0.06242302456731704	0.05367213327283334	0.07765605756141829	0.358203150320866	0.32741297724768265	0.28813119854800023	0.6032929279834057	0.5448240098528554	0.40694885590199004	0.04518052764633435	0.08660141310689051	0.15784015038568744	0.06138588189537823	0.012834640565242757	0.02696570947040902	0.01659428275102094	0.06754391651001491	0.0	0.0	0.02048356777079147	0.05036624100602839	0.0	0.0	0.0	0.012445712063265703	0.00829714137551047	0.0	0.014260711739158619	0.052959097685875416	0.03649445776884683	0.057042846956634474	0.0	0.013029104816231284	0.0	0.09613016140532832
scaffold107|size15344	0.55070385818561	0.2737877997914494	1.0065823774765381	0.4125391032325339	1.2693561001042752	0.29744525547445255	1.9118222106360792	0.6493091762252347	0.2434827945776851	0.06406412930135558	0.1845672575599583	0.22354014598540145	0.583941605839416	0.5597627737226277	0.45776850886339937	2.5864833159541187	2.4217935349322213	4.595933263816476	0.9109749739311783	0.9733446298227321	0.7982273201251303	1.5787930135557873	0.22419186652763295	0.43554483837330554	0.08009645464025027	0.8156934306569343	0.07983576642335767	0.20509645464025025	0.37174139728884253	1.6077294056308655	0.015576120959332638	0.23683524504692388	1.1089676746611052	0.37988790406673617	0.9243352450469239	1.032325338894682	0.3853623566214807	0.4562695516162669	0.4045881126173097	1.615354535974974	0.909084984358707	1.3672445255474452	0.9253128258602711	0.9613529718456726
scaffold108|size15110	0.01641297154202515	0.07101257445400397	0.17756452680344142	0.0	0.11369953673064195	0.03673064195896757	0.2626075446724024	0.02183984116479153	0.1015883520847121	0.022369291859695564	0.02157511581733951	0.060489741892786233	0.029516876240900065	0.032759761747187296	0.08808735936465917	0.08702845797485109	0.2658504301786896	0.10648577101257445	0.05234943745863666	0.05870284579748511	0.08127068166776968	0.07822634017207147	0.022700198544010588	0.008934480476505625	0.05473196558570483	0.016082064857710125	0.013500992720052944	0.0029781601588352085	0.0031105228325612176	0.08252812706816677	0.0	0.0	0.03500992720052945	0.0	0.028656518861681007	0.08901389808074123	0.015817339510258106	0.0	0.005956320317670417	0.12018530774321641	0.020913302448709464	0.06181336863004633	0.04917273328921244	0.11217736598279285
scaffold109|size14978	0.03992522366137001	0.018293497129122715	0.08292161837361464	0.0	0.14741621044198158	0.04005875283749499	0.14614768326879424	0.05528107891574309	0.04907197222593137	0.004740285752436907	0.09113366270530111	0.051809320336493526	0.024035251702496995	0.09019895847242622	0.07410869274936574	0.1888770196287889	0.2862197890239017	0.15910001335291762	0.0711710508746161	0.08492455601548939	0.06769929229536653	0.09193483776205101	0.007611163039124048	0.05247696621711844	0.04820403258111897	0.04139404459874482	0.049739618106556284	0.010014688209373748	0.027306716517559088	0.0912671918814261	0.03211376685805849	0.04566697823474429	0.05047402857524369	0.02016290559487248	0.031512885565496064	0.08525837895580184	0.018760849245560155	0.06836693817599146	0.020830551475497398	0.06389371077580451	0.0	0.03585258378955802	0.05241020162905595	0.05481372679930565
